
@relation xalan-2.6

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute numDefects numeric

@data
2.000000,4.000000,0.000000,7.000000,6.000000,1.000000,0.000000,7.000000,2.000000,2.000000,13.000000,0.000000,0.000000,0.989691,0.625000,2.000000,4.000000,5.500000,1.000000,0.500000,0
1.000000,1.000000,0.000000,7.000000,1.000000,0.000000,6.000000,1.000000,0.000000,2.000000,62.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.000000,0.000000,0.000000,1
2.000000,4.000000,0.000000,10.000000,10.000000,1.000000,0.000000,10.000000,2.000000,2.000000,31.000000,0.000000,0.000000,0.989691,0.600000,2.000000,5.000000,14.500000,1.000000,0.500000,0
9.000000,1.000000,0.000000,1.000000,58.000000,30.000000,0.000000,1.000000,3.000000,0.750000,619.000000,0.000000,0.000000,0.000000,0.185185,0.000000,0.000000,67.333333,13.000000,6.333300,0
9.000000,2.000000,0.000000,9.000000,23.000000,36.000000,9.000000,9.000000,0.000000,2.000000,82.000000,0.000000,0.000000,0.529412,0.444444,0.000000,0.000000,8.111111,1.000000,0.888900,0
42.000000,1.000000,0.000000,10.000000,90.000000,335.000000,6.000000,5.000000,39.000000,0.667917,877.000000,0.923077,1.000000,0.000000,0.125397,0.000000,0.000000,19.571429,6.000000,1.285700,0
3.000000,3.000000,0.000000,1.000000,4.000000,3.000000,0.000000,1.000000,3.000000,2.000000,10.000000,0.000000,0.000000,0.989899,1.000000,2.000000,4.000000,2.333333,1.000000,0.666700,0
3.000000,1.000000,0.000000,7.000000,15.000000,3.000000,4.000000,3.000000,3.000000,1.000000,183.000000,0.000000,3.000000,0.000000,0.388889,0.000000,0.000000,58.666667,5.000000,3.333300,1
2.000000,1.000000,0.000000,7.000000,16.000000,0.000000,1.000000,6.000000,1.000000,0.333333,137.000000,1.000000,2.000000,0.000000,0.583333,0.000000,0.000000,66.000000,1.000000,0.500000,1
3.000000,4.000000,0.000000,10.000000,34.000000,3.000000,1.000000,9.000000,1.000000,2.000000,169.000000,0.000000,0.000000,0.990566,0.666667,1.000000,1.000000,55.333333,1.000000,0.666700,0
1.000000,1.000000,0.000000,4.000000,1.000000,0.000000,2.000000,2.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
1.000000,4.000000,0.000000,1.000000,2.000000,0.000000,0.000000,1.000000,1.000000,2.000000,4.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0
3.000000,3.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000,2.000000,0.500000,1248.000000,1.000000,0.000000,0.974359,1.000000,0.000000,0.000000,414.666667,1.000000,0.333300,1
10.000000,4.000000,0.000000,9.000000,23.000000,23.000000,1.000000,8.000000,10.000000,0.555556,89.000000,0.000000,1.000000,0.905263,0.280000,3.000000,22.000000,7.800000,2.000000,1.000000,0
5.000000,3.000000,0.000000,9.000000,17.000000,8.000000,1.000000,8.000000,5.000000,0.500000,92.000000,1.000000,0.000000,0.904762,0.400000,1.000000,6.000000,17.200000,8.000000,2.400000,0
3.000000,7.000000,0.000000,15.000000,26.000000,0.000000,0.000000,15.000000,2.000000,0.000000,171.000000,0.750000,3.000000,0.985185,0.444444,3.000000,4.000000,54.666667,6.000000,3.000000,1
67.000000,1.000000,0.000000,95.000000,67.000000,2211.000000,92.000000,4.000000,67.000000,1.015152,83.000000,0.000000,0.000000,0.000000,0.242537,0.000000,0.000000,0.000000,1.000000,1.000000,1
2.000000,4.000000,1.000000,9.000000,14.000000,1.000000,2.000000,7.000000,1.000000,2.000000,50.000000,0.000000,0.000000,0.995261,0.625000,2.000000,2.000000,24.000000,1.000000,0.500000,0
1.000000,4.000000,0.000000,2.000000,2.000000,0.000000,1.000000,1.000000,1.000000,2.000000,5.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0
3.000000,3.000000,0.000000,7.000000,7.000000,3.000000,2.000000,5.000000,3.000000,2.000000,25.000000,0.000000,0.000000,0.953488,0.555556,1.000000,1.000000,7.333333,1.000000,0.666700,0
4.000000,1.000000,0.000000,2.000000,4.000000,6.000000,2.000000,0.000000,4.000000,2.000000,4.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,1.000000,1.000000,0
24.000000,1.000000,0.000000,5.000000,30.000000,0.000000,5.000000,0.000000,21.000000,0.543478,486.000000,1.000000,0.000000,0.000000,0.316667,0.000000,0.000000,19.083333,8.000000,1.708300,0
4.000000,4.000000,0.000000,10.000000,25.000000,6.000000,1.000000,9.000000,4.000000,2.000000,121.000000,0.000000,0.000000,0.985366,0.625000,2.000000,4.000000,29.250000,1.000000,0.750000,2
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.243590,1171.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,217.600000,2.000000,0.800000,1
7.000000,1.000000,3.000000,13.000000,11.000000,21.000000,7.000000,6.000000,5.000000,1.000000,29.000000,1.000000,0.000000,0.000000,0.349206,0.000000,0.000000,2.857143,1.000000,0.857100,1
64.000000,1.000000,0.000000,7.000000,136.000000,444.000000,6.000000,4.000000,59.000000,0.719298,2278.000000,0.894737,12.000000,0.000000,0.152381,0.000000,0.000000,34.296875,18.000000,1.843800,0
6.000000,1.000000,0.000000,1.000000,11.000000,0.000000,1.000000,0.000000,6.000000,0.650000,57.000000,1.000000,0.000000,0.000000,0.444444,0.000000,0.000000,7.833333,1.000000,0.833300,0
122.000000,3.000000,0.000000,16.000000,346.000000,0.000000,2.000000,15.000000,119.000000,0.807556,1640.000000,1.000000,3.000000,0.631902,0.135537,1.000000,18.000000,12.385246,2.000000,1.754100,0
2.000000,1.000000,0.000000,6.000000,2.000000,1.000000,6.000000,0.000000,2.000000,2.000000,17.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
10.000000,1.000000,0.000000,1.000000,14.000000,0.000000,0.000000,1.000000,10.000000,0.472222,180.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.000000,16.600000,3.000000,1.600000,0
9.000000,2.000000,0.000000,16.000000,32.000000,28.000000,0.000000,16.000000,7.000000,0.625000,228.000000,1.000000,2.000000,0.461538,0.325000,1.000000,1.000000,24.000000,8.000000,2.222200,1
13.000000,1.000000,0.000000,9.000000,49.000000,14.000000,0.000000,9.000000,10.000000,0.483333,680.000000,0.066667,0.000000,0.000000,0.187500,0.000000,0.000000,50.153846,9.000000,1.538500,1
1.000000,1.000000,0.000000,6.000000,10.000000,0.000000,3.000000,4.000000,0.000000,2.000000,80.000000,0.000000,3.000000,0.000000,1.000000,0.000000,0.000000,71.000000,0.000000,0.000000,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,2
3.000000,3.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000,2.000000,0.500000,1248.000000,1.000000,0.000000,0.974359,1.000000,0.000000,0.000000,414.666667,1.000000,0.333300,1
3.000000,4.000000,0.000000,19.000000,32.000000,0.000000,1.000000,18.000000,3.000000,0.500000,161.000000,0.000000,1.000000,0.974359,0.500000,2.000000,3.000000,52.333333,8.000000,3.000000,0
3.000000,3.000000,0.000000,2.000000,11.000000,3.000000,2.000000,0.000000,3.000000,2.000000,61.000000,0.000000,0.000000,0.950000,0.833333,1.000000,2.000000,19.333333,5.000000,2.333300,0
2.000000,4.000000,0.000000,9.000000,14.000000,1.000000,1.000000,8.000000,2.000000,2.000000,72.000000,0.000000,0.000000,0.979592,0.750000,2.000000,7.000000,35.000000,1.000000,0.500000,1
3.000000,2.000000,0.000000,3.000000,5.000000,3.000000,1.000000,2.000000,0.000000,2.000000,24.000000,0.000000,0.000000,0.500000,0.555556,0.000000,0.000000,7.000000,2.000000,1.333300,0
12.000000,1.000000,0.000000,5.000000,44.000000,64.000000,3.000000,2.000000,0.000000,0.981818,586.000000,1.000000,0.000000,0.000000,0.318182,0.000000,0.000000,47.416667,8.000000,1.833300,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.246296,2125.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,397.000000,2.000000,0.800000,2
5.000000,3.000000,0.000000,20.000000,33.000000,0.000000,0.000000,20.000000,4.000000,0.500000,176.000000,1.000000,1.000000,0.933333,0.333333,2.000000,7.000000,33.800000,6.000000,1.800000,1
11.000000,1.000000,0.000000,13.000000,52.000000,55.000000,1.000000,12.000000,9.000000,2.000000,304.000000,0.000000,0.000000,0.000000,0.212121,0.000000,0.000000,26.636364,5.000000,1.818200,1
38.000000,3.000000,0.000000,15.000000,120.000000,509.000000,2.000000,13.000000,27.000000,0.880309,2737.000000,0.857143,3.000000,0.824390,0.184275,3.000000,32.000000,70.842105,3.000000,1.105300,5
7.000000,2.000000,0.000000,13.000000,20.000000,0.000000,1.000000,12.000000,7.000000,0.000000,74.000000,1.000000,1.000000,0.500000,0.259740,0.000000,0.000000,9.428571,1.000000,0.714300,1
35.000000,2.000000,0.000000,26.000000,164.000000,329.000000,4.000000,23.000000,19.000000,0.897059,1673.000000,1.000000,7.000000,0.282609,0.135714,0.000000,0.000000,46.171429,20.000000,2.828600,2
11.000000,2.000000,4.000000,11.000000,20.000000,0.000000,6.000000,6.000000,11.000000,0.200000,88.000000,1.000000,1.000000,0.750000,0.227273,1.000000,7.000000,6.909091,3.000000,1.363600,1
31.000000,3.000000,2.000000,23.000000,81.000000,239.000000,12.000000,13.000000,26.000000,0.733333,1095.000000,0.400000,2.000000,0.641975,0.180108,2.000000,9.000000,34.161290,17.000000,3.064500,2
42.000000,2.000000,7.000000,143.000000,68.000000,819.000000,130.000000,15.000000,40.000000,0.953930,465.000000,0.111111,0.000000,0.428571,0.112245,2.000000,8.000000,9.857143,4.000000,1.166700,1
0.000000,1.000000,0.000000,2.000000,0.000000,0.000000,2.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
9.000000,1.000000,0.000000,22.000000,34.000000,36.000000,20.000000,2.000000,6.000000,2.000000,341.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,36.888889,9.000000,4.111100,0
8.000000,4.000000,9.000000,18.000000,21.000000,8.000000,9.000000,9.000000,4.000000,2.000000,110.000000,0.000000,0.000000,0.872727,0.500000,2.000000,5.000000,12.750000,2.000000,1.125000,0
5.000000,5.000000,0.000000,9.000000,10.000000,8.000000,2.000000,7.000000,4.000000,1.000000,45.000000,1.000000,0.000000,0.978723,0.437500,2.000000,3.000000,7.600000,2.000000,0.800000,1
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.247951,4275.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,805.200000,2.000000,0.800000,1
9.000000,5.000000,0.000000,11.000000,42.000000,0.000000,2.000000,9.000000,8.000000,0.583333,426.000000,1.000000,1.000000,0.946970,0.277778,3.000000,11.000000,46.000000,14.000000,2.888900,1
75.000000,3.000000,1.000000,43.000000,122.000000,2607.000000,33.000000,17.000000,71.000000,0.966779,1155.000000,0.916667,4.000000,0.725926,0.073043,3.000000,19.000000,14.080000,16.000000,1.840000,0
4.000000,1.000000,0.000000,2.000000,5.000000,0.000000,2.000000,0.000000,4.000000,0.666667,28.000000,1.000000,0.000000,0.000000,0.500000,0.000000,0.000000,5.250000,1.000000,0.750000,0
7.000000,1.000000,0.000000,19.000000,48.000000,21.000000,0.000000,19.000000,3.000000,1.166667,389.000000,1.000000,0.000000,0.000000,0.469388,0.000000,0.000000,54.428571,1.000000,0.857100,0
4.000000,4.000000,0.000000,10.000000,28.000000,4.000000,0.000000,10.000000,3.000000,0.666667,191.000000,0.000000,0.000000,0.960000,0.500000,2.000000,8.000000,46.500000,1.000000,0.500000,2
2.000000,3.000000,2.000000,11.000000,8.000000,1.000000,8.000000,5.000000,1.000000,2.000000,44.000000,0.000000,0.000000,0.986111,0.500000,0.000000,0.000000,21.000000,3.000000,1.500000,0
4.000000,1.000000,0.000000,4.000000,40.000000,0.000000,0.000000,4.000000,3.000000,0.333333,240.000000,1.000000,0.000000,0.000000,0.333333,0.000000,0.000000,58.000000,12.000000,3.750000,1
2.000000,3.000000,0.000000,3.000000,6.000000,0.000000,0.000000,3.000000,2.000000,0.000000,28.000000,1.000000,1.000000,0.952381,0.666667,1.000000,2.000000,12.500000,3.000000,1.500000,0
2.000000,1.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,1.000000,2.000000,7.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.500000,1.000000,0.500000,0
4.000000,3.000000,0.000000,8.000000,8.000000,6.000000,1.000000,7.000000,3.000000,1.000000,30.000000,1.000000,0.000000,0.952381,0.400000,2.000000,4.000000,6.000000,1.000000,0.750000,0
5.000000,4.000000,0.000000,18.000000,22.000000,4.000000,0.000000,18.000000,5.000000,0.250000,126.000000,1.000000,2.000000,0.960000,0.400000,3.000000,14.000000,23.800000,1.000000,0.800000,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.243590,1171.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,217.600000,2.000000,0.800000,1
4.000000,1.000000,0.000000,1.000000,9.000000,4.000000,0.000000,1.000000,3.000000,0.666667,29.000000,0.000000,0.000000,0.000000,0.555556,0.000000,0.000000,5.750000,2.000000,0.750000,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.243590,1171.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,217.600000,2.000000,0.800000,1
6.000000,1.000000,0.000000,12.000000,6.000000,15.000000,12.000000,0.000000,6.000000,1.200000,18.000000,0.000000,0.000000,0.000000,0.533333,0.000000,0.000000,0.000000,1.000000,1.000000,0
32.000000,4.000000,2.000000,18.000000,88.000000,354.000000,6.000000,13.000000,28.000000,0.881720,686.000000,1.000000,2.000000,0.866953,0.180556,3.000000,19.000000,20.156250,10.000000,1.843800,3
37.000000,1.000000,1.000000,8.000000,57.000000,440.000000,6.000000,4.000000,0.000000,0.793210,812.000000,0.722222,3.000000,0.000000,0.289189,0.000000,0.000000,20.459459,15.000000,2.216200,0
17.000000,3.000000,2.000000,20.000000,31.000000,136.000000,11.000000,9.000000,17.000000,2.000000,72.000000,0.000000,0.000000,0.816092,0.277311,2.000000,5.000000,3.235294,1.000000,0.941200,1
2.000000,1.000000,0.000000,1.000000,7.000000,0.000000,0.000000,1.000000,2.000000,0.000000,35.000000,1.000000,2.000000,0.000000,0.666667,0.000000,0.000000,15.500000,2.000000,1.000000,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.243590,1171.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,217.600000,2.000000,0.800000,1
3.000000,4.000000,0.000000,13.000000,17.000000,3.000000,0.000000,13.000000,3.000000,2.000000,75.000000,0.000000,0.000000,0.979592,0.444444,3.000000,13.000000,24.000000,3.000000,1.333300,0
0.000000,1.000000,0.000000,4.000000,0.000000,0.000000,3.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
25.000000,3.000000,0.000000,27.000000,85.000000,172.000000,10.000000,22.000000,24.000000,0.863636,589.000000,1.000000,4.000000,0.714286,0.141818,2.000000,8.000000,22.120000,13.000000,2.280000,1
3.000000,4.000000,0.000000,1.000000,4.000000,1.000000,0.000000,1.000000,2.000000,0.500000,314.000000,0.000000,0.000000,0.976190,1.000000,0.000000,0.000000,103.333333,1.000000,0.333300,1
12.000000,1.000000,0.000000,4.000000,44.000000,64.000000,2.000000,2.000000,0.000000,0.981818,586.000000,1.000000,0.000000,0.000000,0.318182,0.000000,0.000000,47.416667,8.000000,1.833300,0
107.000000,1.000000,1.000000,2.000000,117.000000,5671.000000,1.000000,1.000000,107.000000,2.000000,648.000000,0.000000,0.000000,0.000000,0.191070,0.000000,0.000000,5.056075,1.000000,0.990700,1
2.000000,5.000000,0.000000,5.000000,11.000000,1.000000,0.000000,5.000000,2.000000,2.000000,65.000000,0.000000,0.000000,0.982143,0.750000,3.000000,8.000000,31.500000,1.000000,0.500000,0
11.000000,1.000000,1.000000,2.000000,20.000000,53.000000,2.000000,1.000000,0.000000,0.900000,90.000000,1.000000,0.000000,0.000000,0.400000,0.000000,0.000000,7.090909,2.000000,0.909100,0
2.000000,1.000000,0.000000,4.000000,2.000000,1.000000,4.000000,0.000000,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.666667,0.000000,0.000000,0.000000,1.000000,1.000000,1
5.000000,1.000000,0.000000,7.000000,14.000000,0.000000,3.000000,4.000000,4.000000,1.211538,391.000000,0.051282,1.000000,0.000000,0.375000,0.000000,0.000000,69.400000,2.000000,0.800000,2
3.000000,5.000000,0.000000,6.000000,10.000000,3.000000,1.000000,5.000000,1.000000,2.000000,30.000000,0.000000,0.000000,0.990698,0.583333,1.000000,2.000000,9.000000,1.000000,0.666700,0
10.000000,3.000000,0.000000,24.000000,46.000000,19.000000,1.000000,23.000000,9.000000,0.666667,250.000000,1.000000,2.000000,0.861538,0.237500,1.000000,7.000000,23.600000,4.000000,1.600000,1
51.000000,1.000000,0.000000,25.000000,117.000000,1275.000000,11.000000,23.000000,40.000000,1.020000,2140.000000,0.000000,0.000000,0.000000,0.181373,0.000000,0.000000,40.450980,18.000000,3.333300,2
2.000000,1.000000,0.000000,7.000000,2.000000,1.000000,7.000000,1.000000,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
4.000000,2.000000,0.000000,3.000000,8.000000,0.000000,1.000000,2.000000,3.000000,0.333333,62.000000,1.000000,1.000000,0.500000,0.583333,0.000000,0.000000,14.000000,4.000000,1.500000,1
3.000000,3.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000,2.000000,0.500000,234.000000,1.000000,0.000000,0.974359,1.000000,0.000000,0.000000,76.666667,1.000000,0.333300,1
3.000000,1.000000,6.000000,8.000000,4.000000,3.000000,7.000000,1.000000,0.000000,2.000000,6.000000,0.000000,0.000000,0.000000,0.555556,0.000000,0.000000,1.000000,1.000000,0.666700,0
42.000000,3.000000,0.000000,29.000000,135.000000,617.000000,5.000000,27.000000,27.000000,0.860310,2384.000000,1.000000,9.000000,0.830508,0.136298,2.000000,7.000000,55.500000,26.000000,2.095200,4
1.000000,1.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,2.000000,68.000000,0.015625,0.000000,0.000000,1.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0
6.000000,3.000000,0.000000,28.000000,60.000000,0.000000,3.000000,27.000000,5.000000,0.650000,375.000000,1.000000,3.000000,0.918033,0.305556,1.000000,5.000000,60.833333,13.000000,3.500000,1
5.000000,2.000000,0.000000,1.000000,15.000000,10.000000,0.000000,1.000000,5.000000,2.000000,305.000000,0.000000,0.000000,0.500000,0.350000,1.000000,4.000000,60.000000,8.000000,2.200000,0
58.000000,1.000000,0.000000,12.000000,96.000000,0.000000,3.000000,10.000000,5.000000,0.679426,3337.000000,0.454545,2.000000,0.000000,0.163793,0.000000,0.000000,56.344828,6.000000,1.482800,4
3.000000,1.000000,0.000000,0.000000,3.000000,3.000000,0.000000,0.000000,3.000000,2.000000,3.000000,0.000000,0.000000,0.000000,0.611111,0.000000,0.000000,0.000000,1.000000,1.000000,1
1.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,2.000000,16.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,12.000000,0.000000,0.000000,0
3.000000,3.000000,0.000000,6.000000,7.000000,3.000000,1.000000,5.000000,3.000000,2.000000,24.000000,0.000000,0.000000,0.952381,0.555556,1.000000,1.000000,7.000000,1.000000,0.666700,0
3.000000,4.000000,0.000000,19.000000,22.000000,3.000000,0.000000,19.000000,3.000000,2.000000,131.000000,0.000000,0.000000,0.979592,0.444444,3.000000,14.000000,42.666667,5.000000,2.000000,0
7.000000,1.000000,0.000000,12.000000,45.000000,1.000000,0.000000,12.000000,4.000000,0.750000,499.000000,0.500000,0.000000,0.000000,0.571429,0.000000,0.000000,69.714286,7.000000,1.714300,0
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.247951,4275.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,805.200000,2.000000,0.800000,1
3.000000,3.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000,2.000000,0.500000,234.000000,1.000000,0.000000,0.974359,1.000000,0.000000,0.000000,76.666667,1.000000,0.333300,1
14.000000,3.000000,0.000000,30.000000,81.000000,79.000000,1.000000,29.000000,7.000000,1.030769,805.000000,0.300000,0.000000,0.821918,0.207143,2.000000,6.000000,55.785714,11.000000,3.571400,0
2.000000,1.000000,0.000000,7.000000,24.000000,1.000000,3.000000,4.000000,2.000000,2.000000,109.000000,0.000000,0.000000,0.000000,0.500000,0.000000,0.000000,53.500000,1.000000,0.500000,0
9.000000,1.000000,0.000000,0.000000,9.000000,36.000000,0.000000,0.000000,9.000000,1.125000,19.000000,0.000000,0.000000,0.000000,0.555556,0.000000,0.000000,0.000000,1.000000,1.000000,1
5.000000,1.000000,1.000000,4.000000,22.000000,8.000000,3.000000,1.000000,5.000000,0.750000,122.000000,0.000000,0.000000,0.000000,0.600000,0.000000,0.000000,23.200000,13.000000,3.200000,1
10.000000,2.000000,0.000000,3.000000,37.000000,45.000000,0.000000,3.000000,10.000000,2.000000,341.000000,0.000000,0.000000,0.181818,0.275000,0.000000,0.000000,33.100000,5.000000,2.600000,0
1.000000,1.000000,0.000000,6.000000,1.000000,0.000000,6.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0
18.000000,1.000000,0.000000,0.000000,20.000000,3.000000,0.000000,0.000000,10.000000,0.329412,830.000000,1.000000,0.000000,0.000000,0.685185,0.000000,0.000000,44.833333,8.000000,3.111100,1
2.000000,3.000000,0.000000,4.000000,4.000000,1.000000,1.000000,3.000000,2.000000,2.000000,13.000000,0.000000,0.000000,0.976190,0.750000,1.000000,1.000000,5.500000,1.000000,0.500000,0
3.000000,2.000000,0.000000,3.000000,5.000000,3.000000,1.000000,2.000000,0.000000,2.000000,22.000000,0.000000,0.000000,0.500000,0.555556,0.000000,0.000000,6.333333,2.000000,1.333300,0
133.000000,2.000000,0.000000,114.000000,409.000000,7774.000000,63.000000,68.000000,125.000000,0.944508,3531.000000,0.725000,17.000000,0.090278,0.052807,1.000000,2.000000,25.248120,5.000000,1.338300,6
13.000000,4.000000,3.000000,13.000000,19.000000,64.000000,5.000000,8.000000,13.000000,0.854167,107.000000,1.000000,1.000000,0.878788,0.230769,2.000000,3.000000,6.923077,6.000000,1.461500,1
12.000000,1.000000,0.000000,3.000000,44.000000,64.000000,1.000000,2.000000,0.000000,0.981818,586.000000,1.000000,0.000000,0.000000,0.318182,0.000000,0.000000,47.416667,8.000000,1.833300,0
22.000000,3.000000,2.000000,27.000000,46.000000,189.000000,22.000000,11.000000,22.000000,0.942857,179.000000,0.800000,4.000000,0.903226,0.181818,2.000000,14.000000,6.681818,1.000000,0.954500,2
7.000000,1.000000,0.000000,5.000000,21.000000,0.000000,2.000000,3.000000,7.000000,0.166667,121.000000,1.000000,0.000000,0.000000,0.342857,0.000000,0.000000,16.000000,2.000000,0.714300,0
9.000000,1.000000,0.000000,3.000000,20.000000,36.000000,0.000000,3.000000,9.000000,2.000000,204.000000,0.000000,0.000000,0.000000,0.333333,0.000000,0.000000,21.666667,4.000000,2.666700,1
83.000000,2.000000,0.000000,11.000000,178.000000,0.000000,1.000000,10.000000,76.000000,0.843089,1123.000000,1.000000,1.000000,0.514793,0.115663,2.000000,10.000000,12.349398,10.000000,1.204800,3
22.000000,2.000000,0.000000,40.000000,59.000000,185.000000,9.000000,33.000000,21.000000,0.523810,751.000000,1.000000,0.000000,0.622642,0.199301,2.000000,4.000000,33.090909,7.000000,1.590900,1
5.000000,2.000000,1.000000,5.000000,16.000000,2.000000,1.000000,5.000000,4.000000,0.625000,110.000000,0.500000,1.000000,0.823529,0.500000,1.000000,4.000000,20.600000,9.000000,2.200000,2
9.000000,5.000000,2.000000,25.000000,29.000000,22.000000,3.000000,23.000000,9.000000,0.750000,214.000000,1.000000,1.000000,0.925234,0.259259,3.000000,4.000000,22.444444,2.000000,1.000000,0
12.000000,1.000000,0.000000,5.000000,23.000000,54.000000,0.000000,5.000000,12.000000,0.454545,139.000000,1.000000,1.000000,0.000000,0.533333,0.000000,0.000000,10.500000,1.000000,0.833300,2
7.000000,2.000000,0.000000,17.000000,52.000000,13.000000,0.000000,17.000000,6.000000,0.870370,512.000000,1.000000,0.000000,0.545455,0.366667,0.000000,0.000000,70.857143,2.000000,1.000000,1
6.000000,3.000000,0.000000,2.000000,7.000000,3.000000,1.000000,1.000000,6.000000,0.600000,33.000000,1.000000,0.000000,0.975124,0.666667,1.000000,2.000000,4.166667,1.000000,0.833300,0
17.000000,5.000000,1.000000,17.000000,41.000000,0.000000,8.000000,11.000000,16.000000,0.437500,281.000000,1.000000,2.000000,0.892857,0.165775,2.000000,9.000000,15.411765,7.000000,1.882400,1
3.000000,3.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000,2.000000,0.500000,234.000000,1.000000,0.000000,0.974359,1.000000,0.000000,0.000000,76.666667,1.000000,0.333300,1
2.000000,5.000000,0.000000,5.000000,7.000000,1.000000,0.000000,5.000000,2.000000,2.000000,35.000000,0.000000,0.000000,0.982143,0.750000,2.000000,7.000000,16.500000,1.000000,0.500000,0
13.000000,1.000000,0.000000,6.000000,46.000000,8.000000,2.000000,5.000000,9.000000,0.716667,528.000000,0.700000,0.000000,0.000000,0.221154,0.000000,0.000000,38.846154,35.000000,4.076900,0
44.000000,1.000000,0.000000,38.000000,44.000000,946.000000,34.000000,5.000000,44.000000,1.023256,52.000000,0.000000,0.000000,0.000000,0.237374,0.000000,0.000000,0.000000,1.000000,1.000000,0
3.000000,3.000000,2.000000,4.000000,4.000000,3.000000,3.000000,1.000000,2.000000,2.000000,6.000000,0.000000,0.000000,0.972603,0.666667,0.000000,0.000000,1.000000,1.000000,0.666700,0
8.000000,2.000000,0.000000,4.000000,28.000000,6.000000,2.000000,2.000000,8.000000,0.761905,471.000000,0.000000,0.000000,0.708333,0.437500,1.000000,1.000000,57.125000,2.000000,1.000000,1
5.000000,3.000000,0.000000,1.000000,16.000000,8.000000,0.000000,1.000000,3.000000,1.247951,4275.000000,0.000000,0.000000,0.926829,0.333333,0.000000,0.000000,805.200000,2.000000,0.800000,1
37.000000,3.000000,1.000000,9.000000,68.000000,212.000000,1.000000,8.000000,34.000000,0.625000,711.000000,1.000000,2.000000,0.682692,0.171171,2.000000,9.000000,18.108108,12.000000,2.297300,2
